product_name,status,baseline_month,coverage,confidence,baseline_price,model_baseline_price,predicted_price,price_delta_pct,predicted_volume,baseline_risk,baseline_risk_score,risk_score,risk
Akabary_Chilly,ok,month 10,india: sourced in 2/5 months; local: never sourced (5 months present),india: low-confidence,450.0,432.3138823314541,432.3138823314541,0.0,13030.5,Low,0.2789509412593284,0.2688535486847917,Low
Amala,ok,month 10,india: sourced in 8/9 months; local: never sourced (9 months present),india: reliable,145.0,142.13627157310393,127.833366281747,-10.062811647624093,11166.3125,Low,0.06328431841000266,0.5474632382882713,Medium
Apple,ok,month 10,india: sourced in 6/10 months; local: never sourced (10 months present),india: reliable,266.3,254.20447482992523,255.38683981927568,0.46512359396564396,413769.31666666665,Medium,0.5806143981242227,0.44599901365380845,Medium
Apple_Fuji,no_applicable_shock,month 10,india: never sourced (7 months present); local: never sourced (7 months present),,,,,,,,,,
Arum,ok,month 10,india: sourced in 5/10 months; local: sourced in 9/10 months,india: reliable; local: reliable,65.0,66.93726179632115,61.194206181816256,-8.579758807553329,11672.226666666666,Low,0.31276299418910714,0.2956973941283154,Low
Avocado,ok,month 10,india: sourced in 9/10 months; local: sourced in 7/10 months,india: reliable; local: reliable,757.61,392.0405218434537,394.23803754146405,0.5605327958643658,4910.257142857143,Medium,0.5424266631239841,0.33707887599881226,Medium
Bakula,ok,month 10,india: never sourced (4 months present); local: sourced in 2/4 months,local: low-confidence,90.0,95.15892328598741,90.40297178789557,-4.997903857947694,12597.0,Low,0.17921741521478418,0.38441306114185736,Medium
Bambooshoot,ok,month 10,india: never sourced (7 months present); local: sourced in 3/7 months,local: low-confidence,65.0,63.746244573507724,58.929166363102794,-7.556646266197231,9082.0,Low,0.23210887655110976,0.4240816571441016,Medium
Banana,no_applicable_shock,month 10,india: never sourced (7 months present); local: never sourced (7 months present),,,,,,,,,,
Banana_Green,ok,month 10,india: sourced in 10/10 months; local: sourced in 9/10 months,india: reliable; local: reliable,175.15,186.42151440392954,172.2779781362966,-7.586858369247751,294177.5,Low,0.1476481605405991,0.2109437218937523,Low
Barela,ok,month 10,india: sourced in 1/9 months; local: sourced in 6/9 months,india: single-observation; local: reliable,100.0,95.8730202239001,93.24935891364429,-2.7366002490883945,39661.0,Low,0.1591954393684317,0.13914223528025066,Low
Bayar,ok,month 10,india: sourced in 5/7 months; local: sourced in 1/7 months,india: reliable; local: single-observation,110.0,109.39514786306208,106.90195862057931,-2.279067482594088,15072.499999999998,Low,0.14185912931789516,0.47088329107580407,Medium
Beat_Chukunder,ok,month 10,india: sourced in 10/10 months; local: sourced in 10/10 months,india: reliable; local: reliable,100.0,97.14465897528123,98.34370572734338,1.234289939055988,37286.409999999996,Low,0.24859671801068545,0.22480060593301554,Low
Bitter_Gourd,ok,month 10,india: sourced in 7/10 months; local: sourced in 7/10 months,india: reliable; local: reliable,65.0,102.99274413067462,108.11879819445873,4.977102131855338,234867.7142857143,Low,0.239927169887926,0.25604869191148194,Low
Bottle_Gourd,ok,month 10,india: sourced in 10/10 months; local: sourced in 10/10 months,india: reliable; local: reliable,62.17,87.53969779089199,89.3020746272343,2.013231574721841,162498.61,Low,0.19996609962567582,0.17439904709823706,Low
Brinjal_Gland,no_applicable_shock,"month 7 (fallback, no month-10 data)",india: never sourced (4 months present); local: never sourced (4 months present),,,,,,,,,,
Brinjal_Long,ok,month 10,india: sourced in 9/10 months; local: sourced in 10/10 months,india: reliable; local: reliable,81.3,84.71740773017312,85.49530503167136,0.9182260439033474,140366.88888888888,Low,0.14010588116852027,0.12436022457284625,Low
Broad_Leaf_Mustard,ok,month 10,india: never sourced (10 months present); local: sourced in 10/10 months,local: reliable,64.78,83.1622067702416,83.29172134675963,0.1557373012910146,52078.2,Low,0.2090534625995103,0.2090534625995103,Low
Broccoli,ok,month 10,india: sourced in 1/9 months; local: sourced in 7/9 months,india: single-observation; local: reliable,78.26,94.78854681140469,93.44021340686376,-1.4224644747678483,44579.94285714286,Low,0.23436588937780128,0.22704392477781454,Low
